timestamp,open,high,low,close,volume
2007-06-29,36.2500,36.7400,33.7700,34.5000,336102700
2007-05-31,31.6900,37.2000,31.0000,35.9500,448131500
2007-04-30,31.8000,33.4000,30.9900,31.7700,466820600
2007-03-30,31.0500,32.7200,29.5800,31.7400,643662300
2007-02-28,29.7100,32.3000,29.3500,30.9200,300753000
2007-01-31,30.8800,30.9000,27.6500,29.5400,433005100
2006-12-29,33.6500,33.7800,30.8000,31.0500,232198100
2006-11-30,32.1300,34.3000,30.9000,33.7400,302177200
2006-10-31,28.5400,33.0000,26.3300,32.3500,389507400
2006-09-29,32.8200,33.0900,27.3500,28.4500,313792100
2006-08-31,33.4000,34.7100,32.5700,32.6200,248086100
2006-07-31,74.9800,75.8600,29.5000,33.3600,281109350
2006-06-30,74.1800,77.6400,67.8500,74.2100,200350600
2006-05-31,78.7800,83.1500,68.3000,74.5900,175380000
2006-04-28,73.7800,83.9700,72.4000,78.1500,141165500
2006-03-31,68.3600,74.9900,64.9400,73.0200,143688200
2006-02-28,80.3000,81.6900,67.5500,68.0000,177009300
2006-01-31,63.1700,82.3900,62.7000,79.6200,178857400
2005-12-30,64.2500,68.2200,60.6200,61.9600,105292100
2005-11-30,58.8000,66.0000,55.4900,63.6500,160848700
2005-10-31,68.8800,69.3700,54.7000,59.1000,183083700
2005-09-30,62.4700,69.7800,62.0500,68.5200,137884500
2005-08-31,56.4500,62.0000,54.9400,62.0000,131313400
2005-07-29,48.2500,56.8000,45.7600,56.0500,128404700
2005-06-30,42.9200,49.3900,42.0000,47.8200,97167300
2005-05-31,41.5900,43.5000,39.6500,42.7400,93474100
2005-04-29,44.0000,46.2600,40.2500,41.5900,138671600
2005-03-31,43.7500,44.9950,40.0000,43.2500,149500200
2005-02-28,41.1400,45.2900,40.3500,43.9700,86358200
2005-01-31,38.7500,43.5800,37.1800,41.1300,141851300
2004-12-31,40.4100,41.2000,37.6600,39.2400,82740000
2004-11-30,37.1300,41.6900,35.4500,41.3500,98782300
2004-10-29,33.6900,37.9700,33.0800,37.0400,108454700
2004-09-30,29.2300,33.9800,29.0600,33.6900,82980500
2004-08-31,31.5300,31.8500,26.4500,29.1700,84772000
2004-07-30,30.0900,32.0000,29.0200,31.7500,61349000
2004-06-30,29.3500,31.3400,28.4500,30.2600,73793500
2004-05-28,29.7000,30.7100,27.3500,29.0400,72629600
2004-04-30,30.3900,32.3500,29.0600,29.8000,74209800
2004-03-31,32.0000,32.7000,27.6100,30.3900,124452800
2004-02-27,30.4900,32.1200,29.0200,31.9600,71609600
2004-01-30,26.0200,30.6800,25.8000,30.1500,92658100
2003-12-31,23.4500,27.2000,23.2200,26.0000,84352900
2003-11-28,24.2200,24.6890,22.2300,23.3500,47980500
2003-10-31,24.2500,26.7000,23.1000,23.8800,90893600
2003-09-30,24.0500,25.9000,23.6500,24.2500,67580900
2003-08-29,21.9800,24.1900,20.7500,24.1800,67073500
2003-07-31,23.0000,23.9000,20.5000,22.1700,115967900
2003-06-30,23.8000,25.3700,21.9100,23.0000,123423500
2003-05-30,21.5000,24.6700,21.1200,23.8700,82283100
2003-04-30,20.7400,21.7600,19.9800,21.4100,68499300
2003-03-31,20.4500,22.1000,18.6500,20.7300,101504100
2003-02-28,19.1100,20.8800,18.6200,20.2600,64079800
2003-01-31,19.0500,20.0000,17.2000,18.7600,85629400
2002-12-31,21.0000,40.7000,17.9000,18.7100,125475300
2002-11-29,16.1300,21.3900,15.4000,21.3700,101030400
2002-10-31,12.9100,16.4400,12.4500,16.1800,74671200
2002-09-30,14.8200,16.0000,12.0500,12.9100,45394700
2002-08-30,13.2000,15.4500,11.3000,15.2000,56784700
2002-07-31,15.8000,15.8400,8.9700,13.2000,106591100
2002-06-28,18.5000,18.7000,14.6000,15.9400,60624900
2002-05-31,16.9000,19.6300,15.4900,18.5500,101573100
2002-04-30,17.2000,18.2200,16.2600,16.9900,76581400
2002-03-28,16.6600,17.6800,15.5000,17.0700,106297500
2002-02-28,14.1400,18.0000,12.8500,16.5000,137184000
2002-01-31,13.0500,14.7800,8.6000,13.7500,327910400
2001-12-31,22.3900,22.7800,10.9400,13.1000,307928700
2001-11-30,24.8500,24.9000,19.8500,21.4300,114646500
2001-10-31,22.2500,28.9000,20.5400,24.6900,113450300
2001-09-28,28.0000,29.7000,19.3500,22.5500,79833800
2001-08-31,35.9000,36.4900,27.7600,27.8600,87304200
2001-07-31,35.2500,36.7900,29.2400,35.0100,101872100
2001-06-29,46.7400,47.9000,35.2000,35.6000,73171400
2001-05-31,43.0500,49.2500,39.8200,46.7400,68327400
2001-04-30,36.7500,43.5000,32.2000,43.2100,66207300
2001-03-30,39.9500,45.9000,35.1300,36.7500,64938400
2001-02-28,40.4000,43.7500,38.6100,39.8200,55283000
2001-01-31,36.9400,42.1900,34.8100,41.1900,63585100
2000-12-29,33.7500,39.3800,32.2500,36.2500,63953900
2000-11-30,37.5000,39.5000,33.0600,33.3800,70292600
2000-10-31,49.9400,51.0600,34.1900,37.0600,107659600
2000-09-29,52.8800,55.1900,44.9400,48.9400,52175900
2000-08-31,46.5000,54.7500,45.9400,53.0200,65007000
2000-07-31,46.7500,47.4400,41.1900,46.1100,61626300
2000-06-30,50.0600,51.1900,45.3100,47.1900,57227200
2000-05-31,44.0600,52.2500,40.1200,51.1900,66665000
2000-04-28,41.0000,46.4400,37.5000,44.1900,59604300
2000-03-31,38.1900,45.5000,35.8800,41.1300,91039600
2000-02-29,36.3100,39.7500,33.4400,38.1900,57500400
